ReviewID,CustomerID,ProductID,Rating,Sentiment,ReviewText,CreatedAt
REV000328,CUST0060,C384,1,negative,Audio cracks at high volume.,2025-03-05T19:48:09
REV000329,CUST0219,C414,5,positive,Customer support was helpful.,2025-02-03T10:56:47
REV000330,CUST0080,C327,4,positive,Setup was straightforward.,2025-08-23T00:46:09
REV000331,CUST0047,C414,5,positive,Setup was straightforward.,2024-12-31T19:19:02
REV000332,CUST0133,C318,2,negative,App crashes during pairing.,2024-02-25T22:51:45
REV000333,CUST0108,C380,3,neutral,Decent for casual use.,2023-02-19T08:22:38
REV000334,CUST0148,C368,3,neutral,Decent for casual use.,2024-10-03T15:50:45
REV000335,CUST0196,C346,4,positive,Exceeded expectations for the price.,2025-06-02T06:26:42
REV000336,CUST0210,C379,3,neutral,Average experience overall.,2024-01-06T09:25:39
REV000337,CUST0057,C323,5,positive,Exceeded expectations for the price.,2023-08-29T11:46:09
REV000338,CUST0094,C406,4,positive,Great build quality.,2025-07-31T09:32:28
REV000339,CUST0041,C334,3,neutral,Meets basic requirements.,2025-05-01T01:48:07
REV000340,CUST0052,C396,4,positive,Setup was straightforward.,2024-02-10T13:30:42
REV000341,CUST0015,C389,3,neutral,Works as advertised.,2024-03-01T11:23:55
REV000342,CUST0023,C330,5,positive,Setup was straightforward.,2023-08-01T22:46:49
REV000343,CUST0078,C378,5,positive,Setup was straightforward.,2025-06-22T04:38:43
REV000344,CUST0033,C357,3,neutral,Works as advertised.,2023-09-18T14:05:28
REV000345,CUST0066,C364,3,neutral,Average experience overall.,2023-05-05T15:00:41
REV000346,CUST0107,C402,4,positive,Battery life is impressive.,2024-09-27T06:00:52
REV000347,CUST0010,C363,3,neutral,Meets basic requirements.,2025-10-24T22:08:30
REV000348,CUST0209,C359,3,neutral,Average experience overall.,2024-02-22T18:36:15
REV000349,CUST0111,C372,5,positive,Customer support was helpful.,2024-09-25T10:01:51
REV000350,CUST0148,C387,1,negative,App crashes during pairing.,2023-06-11T17:16:06
REV000351,CUST0068,C401,5,positive,Great build quality.,2023-04-20T13:43:22
REV000352,CUST0163,C317,3,neutral,Average experience overall.,2023-08-03T22:52:37
REV000353,CUST0105,C333,3,neutral,Meets basic requirements.,2024-08-08T09:53:06
REV000354,CUST0206,C345,5,positive,Customer support was helpful.,2025-10-12T01:00:43
REV000355,CUST0123,C388,4,positive,Crystal clear display.,2023-07-01T03:01:26
REV000356,CUST0022,C324,3,neutral,"Nothing exceptional, nothing terrible.",2025-10-19T08:34:52
REV000357,CUST0122,C320,4,positive,Customer support was helpful.,2024-07-28T02:19:54
REV000358,CUST0089,C331,5,positive,Crystal clear display.,2023-10-27T07:49:01
REV000359,CUST0039,C346,3,neutral,Meets basic requirements.,2024-01-29T13:30:22
REV000360,CUST0168,C409,4,positive,Setup was straightforward.,2024-02-02T03:35:50
REV000361,CUST0087,C394,4,positive,Battery life is impressive.,2024-07-22T23:27:58
REV000362,CUST0113,C309,5,positive,Great build quality.,2023-04-25T01:29:22
REV000363,CUST0107,C314,4,positive,Exceeded expectations for the price.,2025-08-27T17:45:03
REV000364,CUST0193,C342,4,positive,Setup was straightforward.,2024-05-24T16:54:31
REV000365,CUST0022,C402,4,positive,Exceeded expectations for the price.,2024-11-22T02:57:33
REV000366,CUST0030,C329,3,neutral,Average experience overall.,2024-12-24T03:16:25
REV000367,CUST0040,C405,5,positive,Setup was straightforward.,2024-10-30T23:25:08
REV000368,CUST0018,C305,1,negative,Battery drains too quickly.,2025-04-22T19:27:18
REV000369,CUST0003,C303,3,neutral,Average experience overall.,2023-12-28T04:05:44
REV000370,CUST0145,C406,3,neutral,Decent for casual use.,2024-08-13T10:42:46
REV000371,CUST0119,C331,4,positive,Great build quality.,2023-07-18T03:55:42
REV000372,CUST0035,C380,5,positive,Customer support was helpful.,2023-11-30T21:39:38
REV000373,CUST0171,C348,5,positive,Exceeded expectations for the price.,2023-02-25T09:53:17
REV000374,CUST0010,C329,4,positive,Battery life is impressive.,2025-08-14T21:29:30
REV000375,CUST0034,C404,3,neutral,Works as advertised.,2024-12-30T10:55:20
REV000376,CUST0088,C347,4,positive,Great build quality.,2025-06-15T06:35:55
REV000377,CUST0173,C373,4,positive,Great build quality.,2024-11-10T04:42:32
REV000378,CUST0181,C331,3,neutral,"Nothing exceptional, nothing terrible.",2023-01-28T08:40:28
REV000379,CUST0099,C338,4,positive,Setup was straightforward.,2024-09-04T02:27:26
REV000380,CUST0200,C389,3,neutral,Decent for casual use.,2025-05-04T18:08:07
REV000381,CUST0019,C334,4,positive,Customer support was helpful.,2024-01-22T03:25:22
REV000382,CUST0027,C351,4,positive,Setup was straightforward.,2024-07-27T13:18:39
REV000383,CUST0184,C349,4,positive,Great build quality.,2025-10-04T18:09:51
REV000384,CUST0045,C346,3,neutral,Works as advertised.,2025-07-22T19:36:24
REV000385,CUST0113,C318,3,neutral,Meets basic requirements.,2023-03-12T21:15:15
REV000386,CUST0177,C382,2,negative,Frequent disconnects ruin the experience.,2025-07-14T02:23:49
REV000387,CUST0126,C392,4,positive,Customer support was helpful.,2025-05-20T22:49:54
REV000388,CUST0190,C410,3,neutral,Works as advertised.,2023-01-08T09:04:56
REV000389,CUST0201,C406,5,positive,Exceeded expectations for the price.,2024-01-22T16:25:50
REV000390,CUST0101,C364,1,negative,Battery drains too quickly.,2023-09-29T03:09:22
REV000391,CUST0144,C393,3,neutral,Average experience overall.,2023-01-31T00:12:09
REV000392,CUST0160,C316,1,negative,Frequent disconnects ruin the experience.,2023-05-18T11:10:23
REV000393,CUST0066,C350,5,positive,Setup was straightforward.,2024-12-30T22:02:39
REV000394,CUST0017,C339,3,neutral,Meets basic requirements.,2024-06-26T01:15:10
REV000395,CUST0092,C402,3,neutral,"Nothing exceptional, nothing terrible.",2025-01-13T20:32:09
REV000396,CUST0158,C380,5,positive,Great build quality.,2023-03-27T09:49:02
REV000397,CUST0146,C331,5,positive,Great build quality.,2023-09-10T08:56:04
REV000398,CUST0054,C368,3,neutral,Works as advertised.,2025-08-27T10:22:58
REV000399,CUST0100,C359,1,negative,Audio cracks at high volume.,2023-07-24T16:33:22
REV000400,CUST0010,C355,4,positive,Customer support was helpful.,2024-05-25T13:04:50
REV000401,CUST0031,C366,3,neutral,"Nothing exceptional, nothing terrible.",2023-08-08T03:16:53
REV000402,CUST0059,C407,2,negative,Received a defective unit.,2023-03-21T14:44:52
REV000403,CUST0072,C396,4,positive,Customer support was helpful.,2024-10-18T19:48:45
REV000404,CUST0002,C326,3,neutral,Works as advertised.,2023-12-23T09:09:11
REV000405,CUST0209,C357,3,neutral,Works as advertised.,2025-01-03T22:18:59
REV000406,CUST0154,C341,1,negative,Received a defective unit.,2023-08-25T12:17:09
REV000407,CUST0188,C365,2,negative,Not worth the cost.,2024-12-03T09:51:26
REV000408,CUST0022,C314,5,positive,Setup was straightforward.,2025-08-24T22:33:07
REV000409,CUST0163,C376,1,negative,Not worth the cost.,2025-01-03T01:22:25
REV000410,CUST0182,C391,4,positive,Setup was straightforward.,2023-01-21T10:12:16
REV000411,CUST0190,C383,2,negative,Received a defective unit.,2023-12-02T05:10:48
REV000412,CUST0187,C401,2,negative,Not worth the cost.,2024-12-11T09:55:21
REV000413,CUST0139,C376,3,neutral,Decent for casual use.,2025-02-17T17:55:38
REV000414,CUST0099,C396,3,neutral,Meets basic requirements.,2024-05-30T12:08:51
REV000415,CUST0008,C338,4,positive,Exceeded expectations for the price.,2023-12-22T09:52:28
REV000416,CUST0090,C345,4,positive,Setup was straightforward.,2025-03-07T14:18:31
REV000417,CUST0075,C320,3,neutral,"Nothing exceptional, nothing terrible.",2025-08-12T22:25:03
REV000418,CUST0043,C398,2,negative,Battery drains too quickly.,2023-11-14T21:26:38
REV000419,CUST0207,C325,5,positive,Customer support was helpful.,2024-02-10T02:49:38
REV000420,CUST0012,C318,2,negative,Frequent disconnects ruin the experience.,2023-12-18T13:29:58
REV000421,CUST0179,C336,3,neutral,Decent for casual use.,2024-04-26T01:40:07
REV000422,CUST0095,C338,3,neutral,Meets basic requirements.,2024-04-20T22:45:31
REV000423,CUST0161,C321,1,negative,Received a defective unit.,2024-05-05T02:45:35
REV000424,CUST0206,C339,1,negative,Frequent disconnects ruin the experience.,2024-05-19T22:00:41
REV000425,CUST0105,C301,4,positive,Setup was straightforward.,2023-09-30T07:02:11
REV000426,CUST0210,C390,5,positive,Setup was straightforward.,2024-12-18T07:29:46
REV000427,CUST0079,C409,1,negative,Audio cracks at high volume.,2023-07-05T18:26:51
REV000428,CUST0126,C308,4,positive,Customer support was helpful.,2025-03-20T19:15:35
REV000429,CUST0034,C358,5,positive,Customer support was helpful.,2025-01-10T03:34:32
REV000430,CUST0172,C407,4,positive,Exceeded expectations for the price.,2023-06-15T00:00:38
REV000431,CUST0166,C366,4,positive,Crystal clear display.,2024-08-24T05:25:04
REV000432,CUST0079,C347,3,neutral,Works as advertised.,2024-01-28T09:39:41
REV000433,CUST0155,C403,5,positive,Crystal clear display.,2023-12-11T16:18:10
REV000434,CUST0053,C371,3,neutral,"Nothing exceptional, nothing terrible.",2024-10-11T22:57:30
REV000435,CUST0218,C383,4,positive,Great build quality.,2025-04-11T01:31:52
REV000436,CUST0127,C395,3,neutral,Decent for casual use.,2025-08-19T04:28:33
REV000437,CUST0008,C308,1,negative,App crashes during pairing.,2023-05-17T11:40:47
REV000438,CUST0088,C353,4,positive,Great build quality.,2023-07-26T16:28:00
REV000439,CUST0078,C385,1,negative,Received a defective unit.,2023-07-20T07:40:49
REV000440,CUST0052,C336,1,negative,Not worth the cost.,2025-08-20T02:53:24
REV000441,CUST0072,C399,1,negative,Not worth the cost.,2023-04-17T11:21:15
REV000442,CUST0104,C350,5,positive,Customer support was helpful.,2024-06-13T09:55:03
REV000443,CUST0130,C341,3,neutral,Works as advertised.,2023-08-13T23:36:06
REV000444,CUST0033,C312,3,neutral,Works as advertised.,2023-03-21T13:50:59
REV000445,CUST0040,C418,1,negative,Not worth the cost.,2023-07-29T18:42:14
REV000446,CUST0011,C359,4,positive,Customer support was helpful.,2023-04-20T17:37:41
REV000447,CUST0042,C407,3,neutral,Meets basic requirements.,2025-07-26T18:17:42
REV000448,CUST0112,C393,5,positive,Setup was straightforward.,2024-01-08T06:58:12
REV000449,CUST0180,C370,2,negative,App crashes during pairing.,2024-06-09T02:45:31
REV000450,CUST0064,C383,3,neutral,Average experience overall.,2024-12-12T14:30:13
REV000451,CUST0105,C378,5,positive,Exceeded expectations for the price.,2023-05-23T10:17:59
REV000452,CUST0051,C392,3,neutral,"Nothing exceptional, nothing terrible.",2025-01-04T10:06:00
REV000453,CUST0162,C338,3,neutral,Average experience overall.,2025-07-27T08:40:22
REV000454,CUST0097,C359,5,positive,Battery life is impressive.,2024-09-02T19:37:01
REV000455,CUST0019,C405,4,positive,Customer support was helpful.,2023-07-21T09:09:27
REV000456,CUST0118,C336,4,positive,Battery life is impressive.,2023-06-16T05:15:16
REV000457,CUST0006,C341,5,positive,Crystal clear display.,2024-06-10T09:16:31
REV000458,CUST0078,C380,5,positive,Exceeded expectations for the price.,2024-02-01T08:57:09
REV000459,CUST0154,C333,4,positive,Customer support was helpful.,2023-08-19T17:20:48
REV000460,CUST0169,C348,5,positive,Crystal clear display.,2024-05-14T00:38:42
REV000461,CUST0117,C307,3,neutral,Decent for casual use.,2023-10-19T07:22:32
REV000462,CUST0094,C324,4,positive,Exceeded expectations for the price.,2023-01-01T04:24:41
REV000463,CUST0182,C382,5,positive,Crystal clear display.,2024-06-18T02:01:55
REV000464,CUST0162,C390,1,negative,Audio cracks at high volume.,2025-07-31T04:57:06
REV000465,CUST0003,C364,1,negative,Frequent disconnects ruin the experience.,2024-05-23T01:42:51
REV000466,CUST0086,C366,3,neutral,Decent for casual use.,2024-02-18T04:19:42
REV000467,CUST0005,C305,5,positive,Great build quality.,2024-08-04T23:56:14
REV000468,CUST0219,C300,4,positive,Battery life is impressive.,2024-08-10T13:55:18
REV000469,CUST0138,C326,3,neutral,Average experience overall.,2023-01-20T13:25:47
REV000470,CUST0034,C368,5,positive,Battery life is impressive.,2025-09-14T16:45:49
REV000471,CUST0038,C391,4,positive,Crystal clear display.,2024-01-15T14:51:45
REV000472,CUST0138,C374,5,positive,Customer support was helpful.,2023-03-23T02:47:18
REV000473,CUST0216,C318,5,positive,Customer support was helpful.,2023-09-24T07:08:44
REV000474,CUST0162,C358,4,positive,Great build quality.,2024-01-29T08:37:07
REV000475,CUST0115,C305,4,positive,Great build quality.,2024-08-14T08:26:12
REV000476,CUST0118,C390,3,neutral,Decent for casual use.,2023-07-27T12:41:05
REV000477,CUST0123,C394,3,neutral,Decent for casual use.,2023-03-27T04:57:47
REV000478,CUST0183,C327,3,neutral,Average experience overall.,2024-05-11T15:38:04
REV000479,CUST0193,C371,5,positive,Setup was straightforward.,2025-04-22T21:29:28
REV000480,CUST0096,C394,4,positive,Exceeded expectations for the price.,2025-04-30T22:19:14
REV000481,CUST0166,C316,5,positive,Great build quality.,2024-12-31T11:00:56
REV000482,CUST0199,C313,4,positive,Customer support was helpful.,2023-11-29T15:12:37
REV000483,CUST0090,C365,4,positive,Great build quality.,2024-01-23T08:14:51
REV000484,CUST0173,C384,1,negative,Frequent disconnects ruin the experience.,2024-05-23T04:30:40
REV000485,CUST0208,C405,5,positive,Exceeded expectations for the price.,2023-12-19T18:42:53
REV000486,CUST0123,C333,3,neutral,Meets basic requirements.,2023-04-16T02:35:46
REV000487,CUST0047,C405,3,neutral,Works as advertised.,2023-11-05T06:23:25
REV000488,CUST0190,C381,5,positive,Customer support was helpful.,2024-09-16T05:50:49
REV000489,CUST0118,C372,3,neutral,"Nothing exceptional, nothing terrible.",2024-08-10T09:02:32
REV000490,CUST0166,C413,3,neutral,Meets basic requirements.,2024-12-31T20:32:02
REV000491,CUST0005,C334,3,neutral,Decent for casual use.,2024-04-28T22:27:43
REV000492,CUST0124,C403,4,positive,Great build quality.,2025-06-09T12:59:07
REV000493,CUST0162,C326,5,positive,Crystal clear display.,2025-07-01T15:07:03
REV000494,CUST0092,C314,5,positive,Crystal clear display.,2023-04-17T07:44:43
REV000495,CUST0177,C330,3,neutral,"Nothing exceptional, nothing terrible.",2023-01-19T08:05:45
REV000496,CUST0026,C374,5,positive,Customer support was helpful.,2023-12-19T18:34:49
REV000497,CUST0146,C342,2,negative,Audio cracks at high volume.,2025-04-23T03:50:58
REV000498,CUST0119,C328,3,neutral,Works as advertised.,2025-10-14T04:23:46
REV000499,CUST0145,C410,5,positive,Exceeded expectations for the price.,2024-12-17T23:08:44
REV000500,CUST0192,C307,4,positive,Battery life is impressive.,2023-02-06T17:09:17
